doc_type	doc_id	num	date_str	description	url_metadata	lang
lk_pmd_press_releases	2025-09-24-ta-f6263c	ta-f6263c	2025-09-24	ஜனாதிபதிக்கும் பாகிஸ்தான் பிரதமருக்கும் இடையே இருதரப்பு பேச்சுவார்த்தைகள்	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf%e0%ae%95%e0%af%8d%e0%ae%95%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%aa%e0%ae%be%e0%ae%95%e0%ae%bf%e0%ae%b8%e0%af%8d%e0%ae%a4%e0%ae%be/	ta
lk_pmd_press_releases	2025-09-24-ta-b548e7	ta-b548e7	2025-09-24	ஜனாதிபதி மற்றும் தென்னாப்பிரிக்க ஜனாதிபதிக்கு இடையிலான சந்திப்பு	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf-%e0%ae%ae%e0%ae%b1%e0%af%8d%e0%ae%b1%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%a4%e0%af%86%e0%ae%a9%e0%af%8d%e0%ae%a9%e0%ae%be%e0%ae%aa/	ta
lk_pmd_press_releases	2025-09-24-ta-8a351e	ta-8a351e	2025-09-24	ஜனாதிபதி மற்றும் ஐக்கிய நாடுகள் சபையின் மனித உரிமைகள் உயர்ஸ்தானிகர்…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf-%e0%ae%ae%e0%ae%b1%e0%af%8d%e0%ae%b1%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%90%e0%ae%95%e0%af%8d%e0%ae%95%e0%ae%bf%e0%ae%af-2/	ta
lk_pmd_press_releases	2025-09-24-ta-80cec8	ta-80cec8	2025-09-24	ஜனாதிபதிக்கும் ஜனாதிபதி டொனால்ட் டிரம்பின் தெற்கு மற்றும் மத்திய ஆசியாவிற்கான…	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf%e0%ae%95%e0%af%8d%e0%ae%95%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf/	ta
lk_pmd_press_releases	2025-09-24-ta-46600b	ta-46600b	2025-09-24	ஜனாதிபதிக்கும் அவுஸ்திரேலிய பிரதமருக்கும் இடையே இருதரப்பு பேச்சுவார்த்தைகள்	https://pmd.gov.lk/ta/%e0%ae%9a%e0%af%86%e0%ae%af%e0%af%8d%e0%ae%a4%e0%ae%bf/%e0%ae%9c%e0%ae%a9%e0%ae%be%e0%ae%a4%e0%ae%bf%e0%ae%aa%e0%ae%a4%e0%ae%bf%e0%ae%95%e0%af%8d%e0%ae%95%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%85%e0%ae%b5%e0%af%81%e0%ae%b8%e0%af%8d%e0%ae%a4%e0%ae%bf-3/	ta
lk_pmd_press_releases	2025-09-24-si-a7c1ec	si-a7c1ec	2025-09-24	ජනපති සහ පාකිස්ථාන අගමැති අතර ද්වි-පාර්ශ්වික සාකච්ඡා	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b6%b4%e0%b7%8f%e0%b6%9a%e0%b7%92%e0%b7%83%e0%b7%8a%e0%b6%ae%e0%b7%8f%e0%b6%b1-%e0%b6%85%e0%b6%9c%e0%b6%b8%e0%b7%90%e0%b6%ad/	si
lk_pmd_press_releases	2025-09-24-si-69ce58	si-69ce58	2025-09-24	ජනපති සහ දකුණු අප්‍රිකානු ජනපති අතර හමුවක්	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b6%af%e0%b6%9a%e0%b7%94%e0%b6%ab%e0%b7%94-%e0%b6%85%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%9a%e0%b7%8f%e0%b6%b1-2/	si
lk_pmd_press_releases	2025-09-24-si-668757	si-668757	2025-09-24	ජනපති සහ ජනාධිපති ඩොනල්ඩ් ට්‍රම්ප් මහතාගේ දකුණු සහ…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b6%a2%e0%b6%b1%e0%b7%8f%e0%b6%b0%e0%b7%92%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b6%a9%e0%b7%9c%e0%b6%b1%e0%b6%bd%e0%b7%8a%e0%b6%a9/	si
lk_pmd_press_releases	2025-09-24-si-5f57e6	si-5f57e6	2025-09-24	ජනපති සහ එක්සත් ජාතීන්ගේ මානව හිමිකම් පිළිබඳ මහකොමසාරිස්…	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b6%91%e0%b6%9a%e0%b7%8a%e0%b7%83%e0%b6%ad%e0%b7%8a-%e0%b6%a2%e0%b7%8f%e0%b6%ad%e0%b7%93%e0%b6%b1%e0%b7%8a%e0%b6%9c%e0%b7%9a/	si
lk_pmd_press_releases	2025-09-24-si-4091b8	si-4091b8	2025-09-24	ජනපති සහ ඕස්ට්‍රේලියා අගමැති අතර ද්වි-පාර්ශ්වික සාකච්ඡා	https://pmd.gov.lk/si/%e0%b6%b4%e0%b7%94%e0%b7%80%e0%b6%ad%e0%b7%8a/%e0%b6%a2%e0%b6%b1%e0%b6%b4%e0%b6%ad%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b6%95%e0%b7%83%e0%b7%8a%e0%b6%a7%e0%b7%8a%e0%b6%bb%e0%b7%9a%e0%b6%bd%e0%b7%92%e0%b6%ba%e0%b7%8f-%e0%b6%85%e0%b6%9c/	si
