doc_type	doc_id	num	date_str	description	url_metadata	lang	article_title	article_body_paragraphs
lk_pmd_press_release	2025-09-02-2025-09-02-eeedbd	2025-09-02-eeedbd	2025-09-02	First Railway Station Renovation of the “Dream Destination”…	https://pmd.gov.lk/news/first-railway-station-renovation-of-the-dream-destination-programme-begins-in-talpe/	en	First Railway Station Renovation of the “Dream Destination” Programme Begins in Talpe	['The first phase of the national programme “Dream Destination”, which aims to renovate 100 railway stations across the country, was launched today (02) at the Talpe Railway Station under the patronage of Deputy Minister of Transport and Highways Prasanna Gunasena.', 'This initiative, implemented as a joint effort of the government, private sector and the public, seeks to rebrand Sri Lanka’s railway stations with a modern identity that aligns with international standards.', 'The Ministry of Transport, Highways, Ports and Civil Aviation, together with the Clean Sri Lanka programme and private sector contributions, will oversee the modernization of 100 railway stations under this project.', 'Deputy Minister Prasanna Gunasena emphasized that revitalizing the railway service is like awakening a “sleeping giant,” highlighting the government’s commitment to transforming public transport into a high-quality service.', 'He further stated that the improvement of public transport would also boost the tourism industry and expressed confidence that, within the next two years, Sri Lanka would move toward rapid development as a nation built on hard work.', 'The event was also attended by Deputy Minister of Fisheries, Aquatic and Ocean Resources Rathna Gamage, COPE Committee Chairman MP Dr. Nishantha Samaraweera, General Manager of Railways Department Ravindra Padmapriya, Clean Sri Lanka Director (Social) Kapila Senarath, Director (Coordination) Dasun Wijesekara, Star Garments Managing Director A. Sukumaran, Chairman of the Habaraduwa Pradeshiya Sabha Harsha Punchihewa and NIO Engineering convener Lakmina Samarasekara, along with several others.']
lk_pmd_press_release	2025-09-02-2025-09-02-c3d210	2025-09-02-c3d210	2025-09-02	Construction of Vadduvakal Bridge, Mullaitivu Commences under the…	https://pmd.gov.lk/news/construction-of-vadduvakal-bridge-mullaitivu-commences-under-the-patronage-of-the-president/	en	Construction of Vadduvakal Bridge, Mullaitivu Commences under the Patronage of the President	['– President', 'President Anura Kumara Dissanayake stated that the current government’s objective is to drive national development through a structured plan that recognizes economic strengths and brings economic growth to rural areas. He further affirmed his administration’s commitment to lifting rural communities out of poverty during his address at the inauguration of the Vadduvakal Bridge construction project in the Mullaitivu District today (02).', 'The President noted that a series of new development projects are set to begin across the country this September. He emphasized that the government will put an end to the long-standing practice of delaying projects beyond their deadlines and spending beyond allocated budgets. Instead, all projects will be completed within the scheduled timeframe to ensure their benefits reach the people without delay.', 'The Vadduvakal Bridge, located near the Nandikadal Lagoon along the Paranthan – Karachchi – Mullaitivu road, accommodates more than 3,000 vehicles daily. Due to the lack of maintenance over an extended period, the bridge has become severely unsafe. The Road Development Authority has planned to construct a new two-lane bridge at a cost of Rs. 1.4 billion in public funds, with completion targeted for September 2, 2027.', 'Minister of Transport, Highways, Ports and Civil Aviation Bimal Rathnayake, speaking at the event, highlighted that although the project was initially estimated at Rs. 1.8 billion, under the current government’s transparent administration it will be completed at a reduced cost of Rs. 1.4 billion. The remaining Rs. 400 million will be allocated for highway development in the Vanni District. He further stated that Rs. 12.5 billion has been allocated for the construction of bridges and highways in the North this year, with provisions expected to increase further in the coming year.', 'Minister Rathnayake also emphasized that the present government is dedicated to rebuilding the entire country while uniting the North through peace and development. He urged the public to evaluate the current administration based on observable efforts and concrete actions rather than prejudiced ideas.', 'Minister of Fisheries, Aquatic and Ocean Resources, Ramalingam Chandrasekar, Deputy Minister of Cooperative Development Upali Samarasingha, Governor of the Northern Province Nagalingam Vethanayahan, Secretary to the Ministry of Transport, Highways, Ports and Civil Aviation Senior Professor Kapila C.K. Perera and officials of the Road Development Authority were among those present.']
lk_pmd_press_release	2025-09-02-2025-09-02-bce82b	2025-09-02-bce82b	2025-09-02	Launch of the Northern Coconut Triangle under the…	https://pmd.gov.lk/news/launch-of-the-northern-coconut-triangle-under-the-patronage-of-the-president/	en	Launch of the Northern Coconut Triangle under the Patronage of the President	['“We are fulfilling the responsibility of revitalising the North and building a stronger economy for its people” – President', 'President Anura Kumara Dissanayake emphasised that the government is committed to revitalising the Northern Province and building a stronger economy for its people.', 'President Dissanayake noted that during the last Presidential Election, the people of the North placed their trust in the present government and took a step forward and assured that this government would carry that victory into the future. The President further stated that a series of development programmes, including the establishment of industrial zones, will soon be implemented to create new economic opportunities in the North.', 'He also stressed that the government is dedicated to safeguarding the land rights, linguistic rights and cultural rights of the people in the North, while ensuring their right to know about the missing persons. The President affirmed that the government’s goal is to build national unity within the country and that the necessary decisions and measures will be taken without hesitation to achieve this.', 'President Anura Kumara Dissanayake made these remarks today (2) while attending the inauguration ceremony of the Northern Coconut Triangle in Puthukkudiyiruppu, coinciding with the World Coconut Day celebrations held under the theme “Ratama Saru Karai Nirathuru – Kapthuru Saviya.”', 'Based on recommendations from the Coconut Research Institute, the Northern Coconut Triangle has been established, covering the districts of Jaffna, Kilinochchi, Mullaitivu, Mannar and Vavuniya, by linking the towns of Point Pedro, Silawathura and Kokkilai. Under this initiative, Rs. 500 million was allocated from the previous budget to provide high-yield coconut saplings to cultivators in the North and to develop 16,000 acres of new coconut plantations in 2025.\nOver the three years from 2025 to 2027, the cultivated extent is expected to increase to 40,000 acres. This is aimed at establishing a thriving coconut industry in the Northern Province, uplifting the livelihoods of its people and raising export earnings from coconut-related products by an additional USD 70 million annually.', 'On this occasion, the President also presented ownership deeds for government assistance to farmers engaged in coconut cultivation across the five districts of the Northern Province.\nThe commemorative magazine prepared for the 2025 World Coconut Day celebrations was officially presented to the President.', 'Furthermore, Deputy Director General of the International Coconut Community, Mr Nuwan Chinthaka, presented to President Anura Kumara Dissanayake the certificate of recognition awarded to Sri Lanka by the International Coconut Community.', 'Addressing the ceremony, President Dissanayake said;', 'We know that the Puthukkudiyiruppu area has in the past been one of the regions most severely affected by conflict. As a result of those battles, the people here lost everything. During the last election, I had the opportunity to meet with the people of this region. It is clear that both the area and its people need to be rejuvenated. In particular, during the last election, the people living in these areas placed their trust in us and took a significant step forward. It is our expectation to carry that trust forward towards success.', 'To achieve this, we have already begun work in several areas. Firstly, we must ensure the rights of these people. We recognise land rights, language rights, cultural rights and the right to know about their missing loved ones, as their fundamental rights. We have therefore launched a series of measures to safeguard these rights.', 'Secondly, we must strengthen their economy. As a government, we take responsibility for restoring the economic opportunities they lost and creating a robust economy for them. For this too, we have already taken a number of steps.', 'Among them are the establishments of new industrial zones in the North, the development of tourism as a sector with fresh potential, the provision of essential facilities such as water for agriculture and as a central initiative, the coconut cultivation project launched today.\nUnder this programme, the Ministry has planned to cultivate 16,000 acres of coconut this year, involving nearly 12,000 farming families. We believe this project will become a strong foundation for uplifting the economy of these people.', 'Equally important is the unity we must build among ourselves at a cultural level. To this end, we have named a day that can be celebrated by all together. We are also working to strengthen interrelations through sport. We are engaged in a significant effort to reunite people who have long been divided.', 'For decades, the lives of those here were overshadowed by war. Distrust, suspicion and weapons defined a 30-year-long conflict. That was a great tragedy for our country. It divided our people and gave rise to communal politics.', 'Both in the North and the South, communalism became the main tool for gaining power. Yet, during the last Presidential Election, the people of this country defeated that trend. We will not allow communal politics to resurface in this country again. Likewise, I believe that you, too, as citizens, must reject such politics.', 'Our government’s goal is to create unity. We will not hesitate to take any decision necessary to achieve this, even if it may seem difficult. Nor will we allow the regressive, destructive slogans of the past to obstruct the progressive measures we are now taking.', 'The people of these areas continue to suffer from severe economic hardships. Step by step, we are working to provide solutions to these challenges. Over the past year, we have laid the foundation for this essential work. Today, the political authority has been cleansed of corruption and fraud. We are working to strengthen the public service, to re-establish the rule of law and to increase state revenue. Our aim is to build a strong economy that will enable us to repay our debts.', 'We are also restarting stalled development projects, as well as launching many new ones. In every sector, we have initiated fresh development. In this way, we have laid the foundation for transforming this country into a new state. Upon this foundation, we will rebuild Sri Lanka, making it once more a nation respected and admired by the world. On this journey, we seek the support of all of you. Let us join together, without division of any kind, in this path of national transformation.', 'The Maha Sangha and members of the clergy, Minister of Plantation and Community Infrastructure, Samantha Vidyaratne, Minister of Fisheries, Aquatic and Ocean Resources Ramalingam Chandrasekar, Minister of Transport, Highways, Ports and Civil Aviation Bimal Ratnayake, Deputy Minister of Cooperative Development Upali Samarasingha, Deputy Minister of Land and Irrigation Susil Ranasinghe, Governor of the Northern Province Nagalingam Vethanayahan, Secretary to the Ministry of Plantation and Community Infrastructure Prabath Chandrakeerthi, the District Secretaries of Jaffna, Kilinochchi and Mullaitivu, other state officials, foreign delegates, as well as representatives of the Coconut Research Institute, Coconut Development Authority, Coconut Cultivation Board, the Chilaw Plantations Company, the Kurunegala Plantations Company and several other public and private institutions also attended this occasion.']
lk_pmd_press_release	2025-09-02-2025-09-02-539c86	2025-09-02-539c86	2025-09-02	First Coconut Seed Production Unit in the North…	https://pmd.gov.lk/news/first-coconut-seed-production-unit-in-the-north-launched-under-presidents-patronage/	en	First Coconut Seed Production Unit in the North Launched under President’s Patronage	['The first coconut seed production unit in the Northern Province was inaugurated this morning (02) in Pallai under the patronage of President Anura Kumara Dissanayake, as part of the Northern Coconut Triangle Project.', 'The initiative is being implemented as a collaborative programme between the Coconut Research Institute of Sri Lanka and the Chilaw Plantations Company.', 'The Government has planned to promote Jaffna, Mullaitivu and Mannar as the Northern Coconut Triangle. Under this programme, 16,000 acres of coconut cultivation are expected to be established in the Northern Province by 2025, with expansion to 40,000 acres projected within the three years from 2025 to 2027.', 'Marking the commencement of operations at the production unit, the President planted a seed coconut sapling.', 'Minister of Plantation and Community Infrastructure, Samantha Vidyaratne, Minister of Fisheries, Aquatic and Ocean Resources Ramalingam Chandrasekar, Member of Parliament K. Ilankumaran, Northern Province Governor Nagalingam Vethanayahan, along with officials of the Coconut Research Institute and Chilaw Plantations Company, were present at the occasion.', 'Meanwhile, the President also visited a coconut-related exhibition organised by the Coconut Development Authority in the area opposite the Pudukuduirippu Central College.']
lk_pmd_press_release	2025-09-02-2025-09-02-01253f	2025-09-02-01253f	2025-09-02	President Launches Series of Development Projects in the…	https://pmd.gov.lk/news/president-launches-series-of-development-projects-in-the-north-for-the-second-consecutive-day/	en	President Launches Series of Development Projects in the North for the Second Consecutive Day	['President Anura Kumara Dissanayake is scheduled to inaugurate and participate in several development programmes in the Northern Province today (02), marking the second consecutive day of such initiatives.', 'Coinciding with World Coconut Day, the President will preside over the launch of the “Ratama Saru Karai Nirathuru – Kapthuru Saviya” Northern Coconut Triangle project this morning in Puthukudiyiruppu.', 'The programme, which begins with the objective of cultivating 16,000 acres of coconut in the Northern Province by 2025, is expected to expand to 50,000 acres by 2027.', 'Alongside this initiative, the first model coconut garden in the North will be launched in Palai under the patronage of the President. The President will also inaugurate a coconut-based products exhibition organized by the Coconut Development Authority, held near Puthukkudiyiruppu Central College.', 'Meanwhile, President Dissanayake will also preside over the commencement of construction of the Vadduvakal Bridge in Mullaitivu District today (02).', 'Located along the Paranthan – Karachchi – Mullaitivu Road near the Nandikadal Lagoon, the bridge carries over 3,000 vehicles daily. Owing to the lack of maintenance for many years, it has become severely unsafe.', 'Accordingly, under the Road Development Authority, the bridge will be reconstructed as a new two-lane bridge at a cost of Rs. 1.4 billion in public funds.']
lk_pmd_press_release	2025-09-01-2025-09-01-fd4ee1	2025-09-01-fd4ee1	2025-09-01	President declares open the Immigration and Emigration Department’s…	https://pmd.gov.lk/news/president-declares-open-the-immigration-and-emigration-departments-jaffna-regional-office/	en	President declares open the Immigration and Emigration Department’s Jaffna Regional Office	['– President', 'President Anura Kumara Dissanayake stated that efforts are underway to enable the public to carry out all payments and transactions with the government through online methods by next year.', 'The President stated that digitalisation, a key programme of the present government, enables the decentralisation of all administrative functions, which were previously confined to Colombo, to remote rural villages, thereby giving the people the opportunity to access government services much more conveniently.', 'President Anura Kumara Dissanayake stated this while participating in the event to open the Jaffna Regional Office of the Department of Immigration and Emigration today (01).', 'This office, established within the premises of the Jaffna District Secretariat, is equipped with all facilities including modern technology.', 'Until now, the people of Jaffna, Kilinochchi and Mullaitivu had to travel a long distance to the Vavuniya Regional Office, the only regional office in the Northern Province, to obtain immigration and emigration services. As the number of foreign passport applications from the Northern Province is increasing, this regional office was opened to fulfill the need for a more easily accessible location.', 'The issuance of three passports by the President symbolised the commencement of providing Department of Immigration and Emigration services to the people of Jaffna.', 'Subsequently, at a meeting with Jaffna District public officials held at the auditorium of the Jaffna District Secretariat, the President stated that in order to meet the expectations of the people, political authorities and public officials must work together.', 'The President emphasised that while the government will do its utmost to protect public officials who use their authority for the welfare of the people, it will not hesitate to enforce the law against those who misuse that authority for monetary gain. He further stated that, at present, all public servants in the country have the opportunity to fulfill their duty to the nation.', 'The President further pointed out that a strong public service is needed to build the country and behind the development of every developed country in the world, there is a strong public service.\nFurther expressing his views, President Anura Kumara Dissanayak said;', '“Today, we have established facilities for obtaining services from the Regional Office of the Department of Immigration and Emigration at the Jaffna District Secretariat. Although symbolically it was the issuance of an immigration document, our intervention in this task had a much broader purpose. Our entire administrative structure has been centred in Colombo, compelling people living in distant provinces to travel to Colombo for many services.', 'The aim of our government is to decentralise this administration to even the most remote rural villages. Facilities must be arranged so that citizens can access government services close to them. By next year, our objective is to enable people to carry out all their transactions with the government through computer software systems and even from their mobile phones. The foremost priority of our government is digitalisation.', 'At the same time, steps have been taken to strengthen the public service. At the District Committee meeting held at this very place earlier, I announced that we would be granting a salary increase in April. We have done so. By next January, we will ensure that the remaining portion of that increase is also provided. If this country is to be rebuilt, a strong public service is essential. Every developed nation has a robust public service and we too are working to build one in our country.”', 'Your signature carries great responsibility. If you use it to serve the people, we will give you our fullest protection. But if you use it for financial gain, the law will take its course. We need a State that upholds the rule of law. Unfortunately, our country has become a place where the law has been disregarded and the dignity of public institutions has collapsed. We must restore respect to every state institution and ensure that every public officer regains the honour they deserve. To support this, we will provide the necessary facilities to state institutions.', 'Our country has reached a point where we must rebuild from the ground up. We have a comprehensive development plan for the Northern Province. For the first time, at the last Presidential and General Elections, the people of the North entrusted their votes to form a government. In a country once divided and mistrustful, people placed confidence in governance. Our duty now is to ensure that this unity is not broken but strengthened, building a nation of togetherness and brotherhood for future generations.', 'We are aware that certain defeated political forces are attempting to use nationalism as a tool to regain power. This can be seen both in the North and the South. But such nationalist politics serve politicians, not the people. Therefore, all of us whether in the North or the South must reject nationalist politics and ensure it never rises again. We are firmly committed to this.', 'As a government, we strongly believe there will never be another war in our country. Some try to spread fear that war will return. But our work is to ensure it does not. We must return people’s lands to them, reopen closed roads and eliminate suspicion between communities. I am confident that all of us will work to prevent another war and with that mind-set, we must move our country forward. We must build a new society, leaving behind failed political movements, religious divisions and casteism these belong to the past. Today, what matters is not ethnicity, religion or caste, but humanity. We must place humanity above all divisions and build a country where humanity is the highest value. That is the future of both our country and the world.', 'I am aware that when we excavate the earth, old skeletons surface. Today, the discovery of mass graves in Chemmani has caused great concern. We are conducting a fully transparent investigation into these. Our goal is to ensure that such mass graves will never be created again in this country.', 'At this moment, we are fulfilling the most important needs of our nation. Together with our religious leaders, political authorities, state officials and representatives of the security forces, we must work with one purpose. As political leaders, we will fulfill our responsibilities to the fullest. Let us all unite to rebuild this country.', 'The event was attended by Minister of Public Security and Parliamentary Affairs Ananda Wijepala, Minister of Fisheries, Aquatic and Ocean Resources, Ramalingam Chandrasekar, Deputy Minister of Public Security and Parliamentary Affairs Sunil Watagala, Deputy Minister of Land and Irrigation Susil Ranasinghe, Members of Parliament, Governor of the Northern Province Nagalingam Vethanayahan, Controller General of Immigration and Emigration Chaminda Pathiraja, Jaffna District Secretary M.Piiratheepan, along with state officials and representatives of the security forces.']
lk_pmd_press_release	2025-09-01-2025-09-01-c1a595	2025-09-01-c1a595	2025-09-01	Construction of the Jaffna International Cricket Stadium Launched…	https://pmd.gov.lk/news/construction-of-the-jaffna-international-cricket-stadium-launched-under-the-patronage-of-the-president/	en	Construction of the Jaffna International Cricket Stadium Launched Under the Patronage of the President	['“Sport has the power to unite people across all boundaries and differences”', '– President', 'President Anura Kumara Dissanayake stated that during the last Presidential and General Elections, the people of the North took a step forward with the National People’s Power, not just for that single step, but with the vision of moving a thousand steps ahead. The President assured that the trust placed by the people will be safeguarded until a truly united Sri Lankan nation is built.', 'The President made these remarks today (01) at the ceremony held to launch the commencement of construction of the Jaffna International Cricket Stadium on Mandaitivu Island.', 'At the event, it was also declared that under a long-term plan, Mandaitivu Island will be developed into a fully-fledged Sports City, equipped with international standard facilities.', 'This Sports City will include a swimming complex, a modern indoor stadium for multiple sports, star-class hotels and restaurants, luxury apartments, shopping complexes and recreational centres.', 'The Jaffna International Cricket Stadium will be built in four phases. In the first phase, the stadium and pavilion will be constructed to a level where matches can be played.', 'The second phase will include the main grandstand and media centre, the third phase will cover the remaining stands and the final phase will see the installation of floodlighting.', 'The stadium, which is being built on land provided by the Velanai Pradeshiya Sabha to Sri Lanka Cricket, will have a seating capacity of around 40,000 spectators.', 'It will also be equipped to host international day-night matches. Once completed, it will become Sri Lanka’s fifth stadium capable of hosting international matches and the seventh international-standard cricket stadium in the country.', 'President Dissanayake highlighted that cricket is a sport that has carried Sri Lanka’s pride to the world.', 'He stressed that sport has the unique power to unite people beyond all boundaries and differences, adding that the Jaffna International Cricket Stadium will not merely be a venue for cricket, but a symbol of national unity.', 'The President further expressed his vision of one day seeing a Sri Lankan national cricket team representing Sinhalese, Tamil and Muslim youth, cheered on by fans of every community seated together in one stadium. He described this as his dream and urged all to join in making it a reality.', 'The President expressed confidence that the first match at the stadium will take place before the end of this year and that within three years, the venue will be ready to host its first international cricket match. He commended and thanked Sri Lanka Cricket for taking this landmark initiative, calling it a turning point for the sport.', 'The event was attended by Minister of Youth Affairs and Sports Sunil Kumara Gamage, Minister of Public Security and Parliamentary Affairs Ananda Wijepala, Northern Province Governor Nagalingam Vethanayahan, Deputy Minister of Sports Sugath Thilakaratne, Members of Parliament, officials of Sri Lanka Cricket including its Chairman, as well as school cricketers from Jaffna District.']
lk_pmd_press_release	2025-09-01-2025-09-01-923779	2025-09-01-923779	2025-09-01	Third Phase of Development of the Myliddy Fisheries…	https://pmd.gov.lk/news/third-phase-of-development-of-the-myliddy-fisheries-harbour-in-jaffna-commences-under-the-presidents-patronage/	en	Third Phase of Development of the Myliddy Fisheries Harbour in Jaffna Commences under the President’s Patronage	['President Anura Kumara Dissanayake stated that it is the responsibility of the government to provide the necessary facilities for the fishing community and that steps are being taken to develop the fisheries harbour in the North in order to provide such facilities and resolve the issues faced by fishing community.', 'He made these remarks this morning (01) while attending the inauguration of the third phase of the Myliddy Fisheries Harbour Development Project in Jaffna.', 'The President further noted that although previous governments acted with the expectation of war, the present government is working with the aim of ensuring that no form of war will ever recur in this country and to build peace and harmony within the nation. He also stated that every plot of land in the North, which was acquired for the security forces during the war, will be released back to the people.', 'Emphasising further, the President said the government is committed to safeguarding the surrounding seas, islands and landmass of the country for the benefit of the people and will not allow any external force to exert influence in this regard.', 'The symbolic inauguration of the third phase of the Myliddy Fisheries Harbour Development Project was carried out by the President.', 'Under this phase, essential facilities such as water, electricity, fuel, cold storage, net-mending centres, auction halls and radio communication centres will be provided not only for the fishing community of the Northern Province but also for fishing boats arriving from the Eastern and Southern Provinces. The government has allocated Rs. 298 million for this purpose in the current year.', 'Minister of Fisheries, Aquatic and Ocean Resources Ramalingam Chandrasekar, Deputy Minister of Public Security and Parliamentary Affairs Sunil Watagala, Deputy Minister of Land and Irrigation Susil Ranasinghe, Members of Parliament, Northern Province Governor Nagalingam Vethanayahan, Secretary to the Ministry of Fisheries, Aquatic and Ocean Resources, as well as officials of the Northern Provincial Council, senior defence officers and others were present at the occasion.']
lk_pmd_press_release	2025-09-01-2025-09-01-612c72	2025-09-01-612c72	2025-09-01	President Undertakes Inspection Visit to Katchatheevu Island	https://pmd.gov.lk/news/president-undertakes-inspection-visit-to-katchatheevu-island/	en	President Undertakes Inspection Visit to Katchatheevu Island	['Following his participation today (01) in a series of inauguration and development programmes in Jaffna, President Anura Kumara Dissanayake undertook an inspection visit to Katchatheevu Island.', 'Minister of Fisheries, Aquatic and Ocean Resources, Ramalingam Chandrasekar, Minister of Public Security and Parliamentary Affairs Ananda Wijepala and Rear Admiral Buddhika Liyanagamage, Commander Northern Naval Area also joined the President on this visit.']
lk_pmd_press_release	2025-09-01-2025-09-01-5b3d17	2025-09-01-5b3d17	2025-09-01	President in Jaffna Today	https://pmd.gov.lk/news/president-in-jaffna-today/	en	President in Jaffna Today	['President Anura Kumara Dissanayake is scheduled to participate in several groundbreaking and opening ceremonies for new development projects in Jaffna today (01).', 'The third phase of the Myliddy Fishery Harbour development Project will be launched this morning under the President’s patronage.', 'The project will provide basic and essential facilities such as water, electricity, fuel, cold storage facilities, net-mending centres, auction halls and radio communication centres, not only for the Northern fishing community but also for fishing boats arriving from the Eastern and Southern provinces.', 'Following the inauguration, the President will also address a public gathering at the venue.\nMeanwhile, the Jaffna Regional Office of the Department of Immigration and Emigration will also be opened today by President Dissanayake.', 'This office, established within the Jaffna District Secretariat premises, is equipped with modern technology and all necessary facilities. With the number of passport applications from the Northern Province steadily increasing, this regional office has been opened at a more convenient location to meet that growing need.', 'The President will also launch the E-Library programme at the Jaffna Public Library today, enabling people worldwide to access and use books from the library online.', 'In addition, the construction of the proposed Jaffna International Cricket Stadium will commence this afternoon under the patronage of the President. A public gathering is also scheduled to be held at the site.']
